funded_amnt,emp_length,annual_inc,home_ownership,grade,last_pymnt_amnt,mort_acc,pub_rec,int_rate,open_acc,num_actv_rev_tl,mo_sin_rcnt_rev_tl_op,mo_sin_old_rev_tl_op,bc_util,bc_open_to_buy,avg_cur_bal,acc_open_past_24mths,loan_status
20000.0,10,78784.0,4,7,13309.86,0.0,0.0,6.62,14.0,3.0,14.0,288.0,23.1,42908.0,4461.0,5.0,0
6850.0,10,25000.0,6,4,255.66,0.0,0.0,20.31,3.0,2.0,0.0,78.0,95.5,170.0,2024.0,1.0,1
13475.0,7,68000.0,6,6,150.0,2.0,0.0,12.12,12.0,5.0,3.0,49.0,47.0,1272.0,18267.0,4.0,1
16000.0,6,90000.0,6,5,12029.58,3.0,0.0,15.61,21.0,11.0,3.0,338.0,76.0,6156.0,29709.0,6.0,0
10000.0,5,36000.0,6,5,4212.92,4.0,1.0,15.31,7.0,4.0,52.0,114.0,85.4,908.0,14097.0,2.0,0
30000.0,5,150000.0,6,4,21356.55,5.0,0.0,17.77,22.0,13.0,13.0,176.0,62.3,21992.0,22921.0,7.0,0
35000.0,10,165000.0,6,5,24658.22,7.0,0.0,15.8,15.0,9.0,56.0,309.0,64.4,46572.0,36621.0,0.0,0
9600.0,2,70000.0,6,6,6464.58,0.0,0.0,10.99,7.0,4.0,14.0,127.0,62.9,2782.0,4460.0,5.0,0
10525.0,2,40000.0,5,4,456.49,0.0,0.0,17.77,16.0,5.0,2.0,73.0,86.5,1687.0,2214.0,8.0,1
10000.0,5,70000.0,6,6,961.49,3.0,0.0,9.99,8.0,6.0,15.0,128.0,76.5,3457.0,11949.0,2.0,0
25000.0,10,114000.0,4,2,25321.76,3.0,0.0,25.57,8.0,3.0,10.0,153.0,51.7,16659.0,10897.0,4.0,0
8000.0,3,135000.0,6,6,273.37,0.0,0.0,14.09,11.0,5.0,5.0,151.0,47.3,14124.0,3154.0,3.0,0
8000.0,10,130000.0,6,6,269.75,2.0,0.0,13.05,20.0,8.0,1.0,265.0,53.5,25683.0,10501.0,8.0,1
3875.0,1,950000.0,5,5,135.49,0.0,0.0,15.61,10.0,4.0,71.0,128.0,65.3,2913.0,11389.0,0.0,1
7500.0,2,45760.0,6,5,268.41,11.0,0.0,17.27,7.0,1.0,20.0,288.0,100.1,0.0,11817.0,5.0,1
15000.0,6,40000.0,5,6,2969.6,0.0,1.0,10.64,9.0,4.0,10.0,130.0,65.6,3200.0,2410.0,3.0,0
24000.0,3,125000.0,6,3,300.0,9.0,0.0,21.0,16.0,4.0,5.0,153.0,59.4,4303.0,25434.0,8.0,1
20000.0,8,53000.0,6,7,11167.89,2.0,0.0,6.97,13.0,4.0,6.0,212.0,44.9,7553.0,24518.0,3.0,0
5600.0,4,36000.0,5,4,5078.23,0.0,0.0,19.05,9.0,6.0,3.0,81.0,71.4,828.0,1146.0,2.0,0
10000.0,3,58000.0,5,4,365.3,0.0,0.0,18.75,3.0,2.0,58.0,96.0,86.1,486.0,6099.0,1.0,1
15000.0,2,36000.0,5,6,499.08,1.0,0.0,12.12,18.0,13.0,16.0,140.0,58.3,8054.0,1541.0,5.0,1
4000.0,6,31000.0,6,5,139.23,0.0,1.0,15.31,6.0,3.0,70.0,185.0,93.2,692.0,9313.0,1.0,0
6000.0,1,65000.0,5,6,5909.72,1.0,0.0,10.64,7.0,3.0,1.0,170.0,24.6,44577.0,6444.0,4.0,0
25000.0,8,93000.0,5,6,9606.88,0.0,1.0,13.11,9.0,8.0,17.0,378.0,80.0,4660.0,2797.0,1.0,0
5500.0,9,20000.0,5,6,188.1,0.0,0.0,14.09,13.0,6.0,15.0,59.0,80.6,2788.0,1684.0,12.0,0
8650.0,9,62000.0,5,4,7002.72,0.0,0.0,17.77,10.0,5.675353736832263,14.10822232888069,178.48733084417407,71.7,3420.0,13796.095652770158,8.0,0
17450.0,4,65000.0,6,2,496.95,4.0,0.0,23.5,24.0,15.0,4.0,178.0,67.6,2655.0,4490.0,7.0,1
28100.0,9,85000.0,6,2,809.69,8.0,0.0,24.08,16.0,9.0,5.0,255.0,46.9,24602.0,11950.0,8.0,1
25000.0,10,105000.0,6,7,793.44,1.0,0.0,8.9,14.0,7.0,9.0,198.0,18.3,54814.0,8189.0,5.0,0
20000.0,5,75000.0,6,5,484.24,1.0,0.0,15.8,16.0,7.0,10.0,81.0,51.4,10654.0,14259.0,3.0,1
12000.0,5,37000.0,5,5,0.01,0.0,0.0,16.29,16.0,15.0,39.0,263.0,83.3,2023.0,1917.0,1.0,1
30000.0,5,80000.0,5,3,819.73,0.0,0.0,21.48,7.0,5.675353736832263,14.10822232888069,178.48733084417407,89.2,2743.0,13796.095652770158,1.0,1
28000.0,10,105000.0,5,5,656.32,0.0,0.0,14.33,12.0,6.0,23.0,367.0,37.8,34377.0,16204.0,3.0,1
16000.0,10,46000.0,6,5,14030.18,0.0,0.0,16.29,5.0,3.0,37.0,160.0,62.5,7044.0,2866.0,0.0,0
9600.0,1,62000.0,5,6,323.57,5.0,0.0,13.11,11.0,4.0,4.0,234.0,24.3,35966.0,40047.0,6.0,0
21200.0,3,104000.0,5,6,1456.21,0.0,0.0,12.12,9.0,5.0,24.0,57.0,97.5,383.0,3928.0,2.0,0
17000.0,7,55000.0,6,3,469.33,0.0,0.0,21.98,13.0,8.0,2.0,98.0,82.5,2208.0,1639.0,7.0,1
7000.0,9,40000.0,5,5,5761.18,0.0,1.0,14.3,11.0,5.0,11.0,226.0,38.0,8428.0,3291.0,3.0,0
9600.0,2,58000.0,6,5,9728.62,1.0,0.0,15.8,16.0,5.0,20.0,85.0,98.0,125.0,18715.0,4.0,0
17000.0,5,203000.0,6,7,7053.53,6.0,0.0,6.62,13.0,5.0,4.0,180.0,42.2,19816.0,37825.0,2.0,0
5000.0,10,56508.0,5,6,178.04,0.0,0.0,10.16,11.0,5.675353736832263,14.10822232888069,178.48733084417407,52.9,4851.0,13796.095652770158,7.0,0
33425.0,10,75000.0,5,4,1287.38,1.0,0.0,19.05,8.0,2.0,1.0,179.0,62.0,6428.0,2175.0,5.0,1
13000.0,7,45000.0,5,7,2016.34,3.0,0.0,7.9,3.0,2.0,26.0,71.0,53.5,7440.0,2853.0,0.0,0
20000.0,1,44000.0,5,2,557.51,0.0,0.0,22.45,9.0,5.675353736832263,14.10822232888069,178.48733084417407,97.3,128.0,13796.095652770158,3.0,1
16000.0,3,75000.0,6,6,513.79,4.0,0.0,9.67,13.0,9.0,5.0,336.0,100.3,0.0,23997.0,4.0,0
12875.0,1,70000.0,5,5,459.67,0.0,0.0,17.1,13.0,6.0,7.0,132.0,91.8,1047.0,7516.0,6.0,1
6000.0,1,45000.0,5,7,184.23,0.0,0.0,6.62,15.0,5.675353736832263,14.10822232888069,178.48733084417407,10.6,12871.0,13796.095652770158,3.0,1
12000.0,10,76000.0,6,5,415.25,4.0,0.0,13.99,12.0,5.675353736832263,14.10822232888069,178.48733084417407,92.9,357.0,13796.095652770158,4.0,0
17425.0,10,48000.0,6,6,3013.11,3.0,0.0,10.99,9.0,6.0,19.0,195.0,62.8,14285.0,31515.0,6.0,0
10000.0,0,55000.0,4,5,6207.38,0.0,0.0,15.61,4.0,3.0,25.0,158.0,97.4,238.0,2824.0,1.0,0
12375.0,10,48000.0,6,4,5669.78,1.0,0.0,19.52,8.0,5.0,6.0,292.0,98.7,250.0,27233.0,4.0,0
22250.0,10,49500.0,6,4,14603.04,6.0,1.0,18.25,7.0,4.0,3.0,310.0,2.5,10532.0,471.0,5.0,0
5000.0,10,60000.0,6,6,164.03,5.0,0.0,11.14,12.0,7.0,23.0,479.0,95.0,244.0,12982.0,5.0,1
22400.0,7,53000.0,6,4,8381.28,1.0,0.0,19.05,17.0,12.0,4.0,95.0,94.7,1096.0,6671.0,7.0,0
19200.0,8,69500.0,6,5,462.94,4.0,0.0,15.61,9.0,6.0,11.0,151.0,77.1,2905.0,17218.0,4.0,1
10000.0,2,100000.0,5,3,270.54,1.0,0.0,21.0,9.0,1.0,66.0,120.0,100.9,0.0,1553.0,0.0,1
21850.0,3,55000.0,5,7,3943.73,1.0,0.0,6.03,9.0,3.0,21.0,140.0,46.3,18743.0,25842.0,2.0,0
10000.0,10,38400.0,4,5,343.39,0.0,1.0,14.33,17.0,12.0,3.0,266.0,73.0,5460.0,2520.0,4.0,1
25000.0,10,71165.0,6,5,602.17,4.0,0.0,15.61,10.0,3.0,13.0,286.0,77.5,6431.0,16623.0,3.0,0
24000.0,10,85000.0,6,6,523.5,5.0,0.0,11.14,11.0,8.0,2.0,145.0,57.6,20755.0,28865.0,3.0,1
33000.0,3,75000.0,4,2,958.95,5.0,0.0,24.5,17.0,11.0,41.0,177.0,101.9,0.0,15120.0,1.0,1
28000.0,1,95000.0,5,6,958.2,0.0,0.0,14.09,12.0,10.0,15.0,169.0,91.0,1973.0,4171.0,4.0,1
13600.0,5,120000.0,6,7,417.55,1.0,0.0,6.62,6.0,2.0,9.0,123.0,10.9,1782.0,135169.0,3.0,0
20000.0,1,160000.0,5,5,6651.09,0.0,0.0,16.24,13.0,5.0,6.0,156.0,59.6,7071.0,15907.0,2.0,0
16000.0,10,50000.0,6,5,391.56,3.0,0.0,16.29,16.0,3.0,21.0,131.0,92.2,407.0,14350.0,6.0,1
8975.0,2,30000.0,5,4,326.68,0.0,0.0,18.49,10.0,3.0,8.0,133.0,59.8,3579.0,2523.0,3.0,1
24000.0,10,73000.0,5,5,587.34,0.0,0.0,16.29,13.0,7.0,10.0,283.0,62.1,8519.0,8313.0,7.0,1
6400.0,6,52000.0,5,6,205.51,0.0,0.0,9.67,13.0,6.0,6.0,88.0,19.4,12892.0,1071.0,3.0,0
18000.0,7,67000.0,6,6,10827.82,2.0,0.0,10.16,9.0,3.0,30.0,230.0,59.3,21222.0,19813.0,4.0,0
18000.0,8,85000.0,5,2,515.32,0.0,0.0,23.76,18.0,8.0,5.0,142.0,54.1,10778.0,3254.0,4.0,1
12200.0,1,92400.0,6,4,3339.4,1.8110042285638381,0.0,17.27,13.0,5.675353736832263,14.10822232888069,178.48733084417407,66.8300107785702,8262.878065935047,13796.095652770158,3.929481502800593,0
10000.0,3,75000.0,6,4,1068.23,6.0,0.0,18.85,8.0,4.0,6.0,199.0,69.6,3347.0,33750.0,2.0,0
9500.0,7,38000.0,5,4,345.79,0.0,0.0,18.49,9.0,4.0,4.0,155.0,101.6,0.0,4259.0,3.0,1
35000.0,10,140000.0,6,6,1148.05,6.0,0.0,11.14,9.0,2.0,29.0,233.0,99.2,190.0,33877.0,0.0,0
10000.0,1,30160.0,4,5,244.25,0.0,0.0,16.2,10.0,3.0,5.0,45.0,58.3,5552.0,3442.0,6.0,1
8325.0,7,30000.0,5,4,303.02,1.0,0.0,18.49,7.0,6.0,17.0,64.0,83.3,433.0,1594.0,3.0,1
22950.0,10,88000.0,6,1,687.0,0.0,0.0,25.99,9.0,9.0,5.0,368.0,97.9,444.0,2374.0,4.0,1
16000.0,10,42000.0,4,2,5.28,0.0,0.0,23.28,9.0,4.0,2.0,75.0,73.4,2894.0,4340.0,4.0,0
20000.0,2,52000.0,5,2,570.19,0.0,0.0,23.63,7.0,6.0,27.0,140.0,90.6,875.0,1820.0,0.0,0
14200.0,0,51237.6,6,5,483.04,0.0,1.0,13.68,7.0,5.0,16.0,180.0,47.1,9524.0,7209.0,2.0,0
15875.0,5,57600.0,6,5,13656.53,1.0,0.0,15.61,12.0,3.0,18.0,167.0,18.7,9182.0,12998.0,6.0,0
10000.0,10,54000.0,4,6,5494.9,0.0,0.0,10.99,5.0,3.0,18.0,153.0,87.7,1294.0,10946.0,4.0,0
16000.0,10,81000.0,6,5,374.79,2.0,0.0,14.3,10.0,5.0,3.0,158.0,83.1,3505.0,28507.0,5.0,1
8000.0,2,40000.0,5,6,3766.41,0.0,0.0,12.99,11.0,5.0,22.0,243.0,95.6,379.0,1208.0,2.0,0
16000.0,2,140000.0,5,5,549.18,0.0,0.0,14.3,6.0,3.0,13.0,139.0,29.6,23594.0,6428.0,7.0,1
13100.0,6,116000.0,6,4,100.0,1.8110042285638381,1.0,16.77,8.0,5.675353736832263,14.10822232888069,178.48733084417407,66.8300107785702,8262.878065935047,13796.095652770158,3.929481502800593,1
23750.0,10,67000.0,6,6,11043.49,2.0,0.0,12.35,11.0,8.0,18.0,216.0,29.7,4779.0,10775.0,1.0,0
18000.0,10,90000.0,6,4,447.25,6.0,0.0,16.99,14.0,8.0,2.0,244.0,59.0,25084.0,12823.0,6.0,1
26400.0,10,67700.0,6,1,70.0,1.8110042285638381,0.0,24.2,13.0,5.675353736832263,14.10822232888069,178.48733084417407,66.8300107785702,8262.878065935047,13796.095652770158,3.929481502800593,1
16300.0,2,45300.0,5,4,7374.23,0.0,0.0,18.75,11.0,8.0,11.0,134.0,84.8,3369.0,2416.0,3.0,0
20000.0,3,112000.0,5,2,7943.1,0.0,0.0,22.78,13.0,5.675353736832263,14.10822232888069,178.48733084417407,79.4,6731.0,13796.095652770158,13.0,0
7125.0,10,50000.0,6,6,228.94,4.0,0.0,9.71,21.0,10.0,8.0,363.0,48.0,29098.0,15526.0,4.0,1
21000.0,3,69000.0,6,2,615.64,1.0,0.0,24.99,10.0,8.0,4.0,112.0,98.2,186.0,16328.0,3.0,0
9600.0,1,90000.0,5,4,5001.09,0.0,0.0,18.25,22.0,5.675353736832263,14.10822232888069,178.48733084417407,93.0,2296.0,13796.095652770158,1.0,0
10000.0,8,37000.0,5,5,357.88,0.0,0.0,17.27,8.0,6.0,19.0,116.0,96.3,125.0,1152.0,2.0,1
6400.0,10,30000.0,6,4,233.8,1.0,0.0,18.75,11.0,8.0,21.0,169.0,100.2,0.0,12173.0,12.0,1
5800.0,4,40000.0,5,4,3075.72,3.0,0.0,20.31,4.0,4.0,3.0,195.0,97.7,45.0,876.0,3.0,0
16000.0,3,240000.0,5,3,428.28,4.0,0.0,20.49,4.0,5.675353736832263,14.10822232888069,178.48733084417407,95.5,2384.0,13796.095652770158,0.0,1
4000.0,10,65000.0,6,7,124.65,1.0,1.0,7.62,23.0,9.0,3.0,229.0,3.1,17241.0,11126.0,9.0,1
35000.0,5,90000.0,6,3,766.69,5.0,0.0,21.0,18.0,13.0,3.0,216.0,90.8,4414.0,10080.0,5.0,1
19750.0,5,91000.0,6,5,7.89,0.0,0.0,14.47,13.0,5.0,15.0,87.0,90.0,229.0,4993.0,2.0,0
10000.0,0,54000.0,6,6,332.1,2.0,2.0,11.99,12.0,7.0,31.0,163.0,63.6,17211.0,21027.0,2.0,1
5000.0,3,75000.0,4,6,168.45,1.0,0.0,12.99,9.0,5.0,2.0,25.0,92.4,99.0,25913.0,7.0,1
28100.0,9,62500.0,4,5,985.15,0.0,0.0,15.8,10.0,6.0,13.0,60.0,92.0,1318.0,4372.0,4.0,1
1000.0,0,31800.0,4,3,38.48,1.8110042285638381,0.0,19.03,2.0,5.675353736832263,14.10822232888069,178.48733084417407,66.8300107785702,8262.878065935047,13796.095652770158,3.929481502800593,1
21625.0,10,56498.0,5,5,506.89,0.0,0.0,14.33,7.0,5.675353736832263,14.10822232888069,178.48733084417407,64.2,1073.0,13796.095652770158,2.0,1
11700.0,10,56000.0,5,4,304.93,0.0,1.0,19.22,10.0,5.0,11.0,215.0,76.4,1415.0,4681.0,3.0,1
8000.0,10,36000.0,6,6,1589.89,2.0,0.0,13.11,10.0,8.0,12.0,87.0,89.1,196.0,14310.0,5.0,0
9400.0,1,62000.0,6,6,901.98,6.0,0.0,9.71,8.0,4.0,53.0,226.0,67.1,13775.0,38003.0,1.0,0
18000.0,5,75000.0,6,3,486.97,6.0,0.0,21.0,13.0,8.0,6.0,104.0,43.8,3145.0,9071.0,4.0,1
25000.0,1,80000.0,5,5,854.32,0.0,0.0,13.99,20.0,5.675353736832263,14.10822232888069,178.48733084417407,47.4,28693.0,13796.095652770158,1.0,1
14000.0,5,65000.0,6,6,11340.48,1.0,0.0,10.16,11.0,6.0,13.0,119.0,67.0,8086.0,10966.0,1.0,0
5000.0,10,73161.0,5,5,175.49,0.0,0.0,15.88,11.0,6.0,58.0,310.0,100.3,0.0,3305.0,4.0,1
8250.0,5,25000.0,5,6,538.72,4.0,0.0,11.14,8.0,4.0,8.0,215.0,59.4,18731.0,3421.0,2.0,0
22250.0,2,50000.0,4,7,677.2,4.0,0.0,6.03,3.0,1.0,72.0,171.0,7.3,11771.0,4784.0,1.0,1
9150.0,1,45000.0,5,5,318.58,0.0,0.0,15.31,8.0,4.0,7.0,68.0,98.2,76.0,2186.0,6.0,1
8000.0,6,45000.0,4,6,273.78,0.0,0.0,14.09,11.0,9.0,9.0,71.0,45.6,13269.0,3206.0,7.0,1
30000.0,2,105000.0,6,6,982.18,6.0,0.0,10.74,11.0,5.675353736832263,14.10822232888069,178.48733084417407,36.2,40499.0,13796.095652770158,0.0,0
35000.0,8,350000.0,6,4,3585.49,4.0,0.0,19.22,14.0,6.0,24.0,90.0,89.9,2252.0,42839.0,2.0,0
30000.0,10,89000.0,6,5,708.2,4.0,0.0,14.65,6.0,5.675353736832263,14.10822232888069,178.48733084417407,67.8,4921.0,13796.095652770158,2.0,1
12000.0,6,40000.0,5,5,415.71,0.0,0.0,14.98,9.0,7.0,6.0,84.0,96.2,338.0,5246.0,5.0,0
4025.0,0,17604.0,6,6,132.05,0.0,0.0,11.14,9.0,5.675353736832263,14.10822232888069,178.48733084417407,79.0,1211.0,13796.095652770158,3.0,1
28000.0,10,97400.0,5,3,16022.02,0.0,0.0,22.4,5.0,4.0,3.0,171.0,76.0,11756.0,8261.0,2.0,0
21000.0,3,105000.0,5,7,644.78,5.0,0.0,6.62,8.0,3.0,25.0,202.0,67.7,17097.0,23177.0,1.0,1
8000.0,1,72000.0,5,7,253.85,0.0,0.0,8.9,14.0,4.0,7.0,251.0,28.9,20758.0,9642.0,5.0,0
16000.0,4,50000.0,6,6,532.35,4.0,0.0,12.12,12.0,8.0,10.0,207.0,62.2,11261.0,3228.0,7.0,1
16000.0,7,35500.0,4,5,562.07,1.0,0.0,13.99,15.0,5.675353736832263,14.10822232888069,178.48733084417407,76.2,1356.0,13796.095652770158,2.0,1
13200.0,10,55000.0,6,3,358.22,5.0,0.0,21.15,6.0,2.0,14.0,137.0,66.8300107785702,8262.878065935047,5854.0,6.0,1
24000.0,6,125000.0,5,7,762.08,0.0,0.0,8.9,14.0,3.0,5.0,144.0,74.4,4457.0,3208.0,2.0,1
6400.0,10,25722.0,5,3,239.45,0.0,0.0,20.49,16.0,15.0,0.0,118.0,95.8,539.0,1152.0,5.0,1
14000.0,10,56000.0,6,3,395.48,1.0,0.0,23.1,14.0,4.0,26.0,145.0,94.3,426.0,17458.0,3.0,1
16000.0,10,63000.0,4,3,446.19,3.0,0.0,22.47,10.0,7.0,10.0,156.0,97.4,97.0,2059.0,2.0,1
10000.0,6,38000.0,5,4,359.96,0.0,0.0,17.77,4.0,3.0,76.0,157.0,98.3,116.0,3441.0,0.0,0
16800.0,2,49500.0,6,6,564.85,0.0,0.0,12.85,4.0,4.0,17.0,594.0,73.7,2153.0,2990.0,1.0,1
20000.0,1,60000.0,4,7,11770.61,1.0,0.0,7.9,7.0,5.675353736832263,14.10822232888069,178.48733084417407,64.5,9027.0,13796.095652770158,3.0,0
25000.0,1,95000.0,4,2,720.37,0.0,0.0,24.08,8.0,5.0,67.0,151.0,96.6,781.0,8735.0,2.0,1
25000.0,1,150000.0,6,6,16766.32,3.0,0.0,12.99,13.0,5.0,40.0,259.0,56.1,16114.0,34983.0,1.0,0
12000.0,1,66934.0,5,6,1244.19,0.0,0.0,11.99,7.0,3.0,11.0,192.0,98.3,87.0,2876.0,3.0,0
15000.0,0,52000.0,6,7,6316.93,4.0,0.0,7.62,8.0,4.0,27.0,232.0,66.8,5582.0,58433.0,0.0,0
6075.0,5,22000.0,5,5,211.52,0.0,0.0,15.31,13.0,5.675353736832263,14.10822232888069,178.48733084417407,96.5,364.0,13796.095652770158,11.0,1
23000.0,10,83000.0,6,6,785.63,1.8110042285638381,0.0,13.67,16.0,5.675353736832263,14.10822232888069,178.48733084417407,66.8300107785702,8262.878065935047,13796.095652770158,3.929481502800593,0
16425.0,4,37242.0,4,2,760.79,5.0,0.0,23.28,5.0,4.0,7.0,165.0,90.0,2229.0,7324.0,5.0,1
21000.0,10,55000.0,6,6,697.41,3.0,0.0,11.99,16.0,9.0,4.0,168.0,65.7,15038.0,7016.0,6.0,1
5600.0,3,60000.0,6,4,5059.43,2.0,0.0,17.56,7.0,4.0,5.0,53.0,91.8,716.0,24243.0,8.0,0
11500.0,10,60000.0,6,6,1840.95,1.0,1.0,10.16,9.0,6.0,12.0,161.0,75.0,1077.0,11621.0,1.0,0
31000.0,3,109600.0,5,4,21309.31,0.0,0.0,19.05,12.0,10.0,52.0,193.0,97.2,500.0,3297.0,1.0,0
8000.0,0,33353.0,6,6,264.0,3.0,1.0,11.55,13.0,10.0,28.0,89.0,54.1,5645.0,9995.0,1.0,1
16000.0,8,50000.0,5,3,75.0,1.0,0.0,21.6,14.0,9.0,2.0,298.0,46.8,20262.0,2326.0,5.0,1
19900.0,10,45000.0,6,5,474.91,1.0,0.0,15.22,12.0,6.0,47.0,162.0,95.5,1042.0,5370.0,1.0,0
3625.0,2,30000.0,5,4,132.97,0.0,0.0,19.05,7.0,5.0,10.0,43.0,94.9,282.0,1942.0,5.0,1
5000.0,0,48000.0,6,5,177.72,2.0,0.0,16.78,8.0,5.0,8.0,299.0,95.9,118.0,15501.0,7.0,1
18000.0,3,45000.0,5,5,435.82,0.0,1.0,15.8,9.0,7.0,7.0,221.0,28.4,8734.0,2925.0,5.0,1
12000.0,5,45000.0,5,6,3416.43,0.0,0.0,10.64,11.0,4.0,9.0,102.0,91.3,859.0,1475.0,2.0,0
16750.0,10,38000.0,6,3,454.56,2.0,1.0,21.15,10.0,3.0,6.0,204.0,89.7,1992.0,27222.0,2.0,1
3625.0,9,30000.0,6,4,131.19,1.0,0.0,18.75,7.0,7.0,3.0,157.0,89.7,310.0,859.0,1.0,0
5375.0,1,45156.0,6,6,1525.48,1.0,1.0,10.64,16.0,4.0,3.0,175.0,74.3,1309.0,19672.0,5.0,0
18225.0,5,40500.0,5,5,427.19,0.0,0.0,14.33,4.0,2.0,27.0,106.0,63.3,10539.0,6422.0,1.0,1
6975.0,10,43000.0,5,7,221.42,0.0,0.0,8.9,7.0,5.0,3.0,164.0,71.1,2054.0,2341.0,4.0,0
27175.0,10,101000.0,5,2,770.46,0.0,1.0,23.28,9.0,4.0,5.0,271.0,99.9,5.0,6935.0,4.0,1
20000.0,10,96000.0,6,6,665.14,5.0,1.0,12.12,11.0,4.0,16.0,238.0,43.8,2924.0,2689.0,4.0,0
22000.0,5,70000.0,6,3,100.0,8.0,0.0,21.7,14.0,8.0,6.0,184.0,102.0,0.0,14587.0,8.0,1
18000.0,2,75000.0,6,6,3048.48,1.0,0.0,10.64,16.0,6.0,4.0,143.0,42.1,40266.0,29448.0,8.0,0
12875.0,10,75689.0,6,6,434.15,0.0,0.0,13.11,10.0,4.0,8.0,184.0,28.5,6293.0,8741.0,11.0,0
20000.0,1,83000.0,3,2,544.23,1.8110042285638381,0.0,21.28,9.0,5.675353736832263,14.10822232888069,178.48733084417407,66.8300107785702,8262.878065935047,13796.095652770158,3.929481502800593,1
35000.0,7,110000.0,6,3,976.04,3.0,0.0,22.47,13.0,5.0,8.0,164.0,81.8,6133.0,13945.0,4.0,1
21000.0,6,105000.0,4,2,595.39,0.0,0.0,23.28,10.0,5.0,4.0,134.0,51.8,16759.0,8594.0,6.0,1
7000.0,7,23360.0,5,4,262.11,2.0,0.0,20.31,7.0,4.0,1.0,194.0,18.2,27802.0,1680.0,7.0,1
24000.0,10,75000.0,6,5,1193.33,3.0,0.0,15.88,12.0,7.0,8.0,114.0,85.1,3059.0,16986.0,2.0,1
14825.0,6,37600.0,5,6,500.3,0.0,0.0,13.11,6.0,5.675353736832263,14.10822232888069,178.48733084417407,96.4,1053.0,13796.095652770158,1.0,1
23275.0,1,88000.0,4,1,679.07,0.0,0.0,24.7,11.0,5.0,3.0,212.0,67.9,7503.0,2419.0,2.0,1
3625.0,2,15000.0,5,4,1367.8,0.0,0.0,19.2,4.0,3.0,22.0,44.0,43.3,3290.0,628.0,2.0,0
25000.0,2,76731.0,6,2,733.64,2.0,0.0,24.99,6.0,2.0,23.0,153.0,88.0,1140.0,28175.0,1.0,1
12000.0,10,135000.0,6,7,369.99,4.0,0.0,6.97,10.0,4.0,19.0,227.0,63.7,19380.0,28174.0,3.0,0
35000.0,9,105000.0,5,4,20442.86,0.0,1.0,18.55,15.0,8.0,10.0,208.0,79.2,4006.0,8837.0,6.0,0
35000.0,3,90000.0,5,2,14600.0,0.0,0.0,22.78,21.0,5.675353736832263,14.10822232888069,178.48733084417407,81.0,3908.0,13796.095652770158,1.0,1
26500.0,10,60000.0,4,4,987.54,1.0,0.0,20.2,30.0,14.0,1.0,339.0,44.9,18799.0,955.0,19.0,1
10000.0,10,80000.0,6,6,337.47,2.0,0.0,13.11,15.0,5.675353736832263,14.10822232888069,178.48733084417407,99.7,76.0,13796.095652770158,7.0,1
5375.0,10,18000.0,5,5,365.0,0.0,0.0,13.68,12.0,4.0,3.0,89.0,70.2,2918.0,7280.0,3.0,0
22800.0,10,54078.99,5,3,635.82,5.0,1.0,22.47,11.0,6.0,17.0,234.0,60.9,1096.0,3715.0,4.0,1
5000.0,5,85761.0,5,6,168.45,1.0,0.0,12.99,12.0,4.0,2.0,182.0,67.5,4198.0,1378.0,3.0,1
27300.0,4,84000.0,5,5,749.22,0.0,0.0,15.31,12.0,7.0,4.0,81.0,65.5,6136.0,2276.0,6.0,0
21000.0,0,88000.0,6,5,16823.46,4.0,0.0,14.33,20.0,10.0,13.0,293.0,68.2,10600.0,6886.0,7.0,0
29000.0,2,176000.0,5,4,841.32,3.0,0.0,17.76,12.0,4.0,12.0,122.0,44.8,9223.0,3592.0,4.0,0
23500.0,1,53542.0,5,1,15718.21,0.0,0.0,25.8,9.0,2.0,3.0,95.0,76.9,2446.0,1992.0,6.0,0
19200.0,1,120000.0,5,6,625.32,1.0,0.0,10.64,12.0,7.0,65.0,236.0,78.3,5041.0,4897.0,3.0,1
5000.0,10,75000.0,6,4,372.25,2.0,0.0,20.2,10.0,8.0,5.0,312.0,102.7,0.0,27600.0,3.0,0
9000.0,10,60000.0,6,6,2343.53,1.0,0.0,13.11,17.0,11.0,3.0,162.0,72.7,4013.0,6399.0,6.0,0
35000.0,3,110000.0,6,5,1252.26,3.0,0.0,17.27,11.0,5.0,3.0,229.0,61.0,1700.0,26780.0,9.0,0
9500.0,2,35000.0,6,4,137.84,2.0,0.0,18.49,6.0,2.0,41.0,120.0,98.5,146.0,45450.0,2.0,0
2875.0,10,21000.0,5,6,96.86,0.0,0.0,12.99,6.0,3.0,71.0,285.0,71.1,809.0,720.0,0.0,1
7200.0,10,50000.0,6,4,258.72,3.0,0.0,17.56,13.0,10.0,7.0,139.0,96.4,307.0,4260.0,3.0,1
35000.0,3,150000.0,6,7,1111.37,5.0,0.0,8.9,9.0,4.0,24.0,215.0,48.3,29772.0,36454.0,5.0,1
8875.0,10,32600.0,5,6,295.95,3.0,1.0,12.35,13.0,10.0,5.0,128.0,80.6,1455.0,910.0,4.0,0
25000.0,10,96000.0,6,3,6156.13,1.8110042285638381,0.0,19.91,9.0,5.675353736832263,14.10822232888069,178.48733084417407,66.8300107785702,8262.878065935047,13796.095652770158,3.929481502800593,0
15550.0,10,64241.0,6,4,8492.16,2.0,0.0,17.77,11.0,8.0,3.0,109.0,76.7,2496.0,10836.0,3.0,0
